TCP,raw_name,suggested_match,score
A00456,Mater,MOTHER,72
A00456,Manſipilus,MANSIPULUS,90
A00456,Subſeruus,SUBSERVUS,88
A00456,Iuſtice,JUSTICE,85
A00456,Mahſipula,MANSIPULA,88
A00725,Stra,STRANGE,72
A00725,World,WORLDLY,83
A00725,Stran,STRANGE,83
A00725,Pend,PENDANT,72
A00725,Nin,NINNY,75
A00725,Sir Abra,SIR ABRAHAM,84
A00760,Brenn,BRENNUS,83
A00760,Merc,MERCURY,72
A00760,Nenn,NENNIUS,72
A00760,Laber,LABERIUS,76
A00760,Cassib,CASSIBELAN,75
A00760,Androg,ANDROGEUS,80
A00760,Belin,BELINUS,83
A00760,Roll,ROLLANO,72
A00760,Hiril,HIRILDAS,76
A00760,Crid,CRIDOUS,72
A00760,Guert,GUERTED,83
A00760,Brit,BRITAEL,72
A00760,Mandub,MANDUBRACE,75
A00960,Char,CHARLES,72
A00960,Eust,EUSTACE,72
A00960,Andr,ANDREW,80
A00960,Bris,BRISAC,80
A00960,Miram,MIRAMONT,76
A00960,Serv,SERVANT,72
A00962,Sat,SATYR,75
A00962,Old Shep,OLD SHEPHERD,80
A00962,Peri,PERIGOT,72
A00962,Cloe,CHLOE,88
A00962,Daph,DAPHNIS,72
A00962,Alex,ALEXIS,80
A00962,Clor,CLORIN,80
A00962,Then,THENOT,80
A00962,Amore,AMORET,90
A00962,Saty,SATYR,88
A00962,Satyre,SATYR,90
A00962,Satrye,SATYR,72
A00962,Satry,SATYR,80
A00962,Satire,SATYR,72
A00962,Preest,PRIEST,83
A00962,Glorin,CLORIN,83
A00962,Amor,AMORET,80
A00962,Perig,PERIGOT,83
A00962,Cl • Rin,CLORIN,83
A00966,Lurc,LURCHER,72
A00966,Mar,MARIA,75
A00966,Nur,NURSE,75
A00967,Serv,SERVANT,72
A00967,Sanch,SANCHIO,83
A00967,Alon,ALONZO,80
A00967,Alt,ALTEA,75
A00967,Per,PEREZ,75
A00967,Margar,MARGARITA,80
A00967,Sanc,SANCHIO,72
A00967,Old Wom •,OLD WOMAN,87
A00967,Old Wo,OLD WOMAN,80
A00967,Old. Wo,OLD WOMAN,80
A00967,Coachm,COACHMAN,85
A00968,Bawd,BAWDBER,72
A00968,Prot,POST,75
A00968,Prota,PROTALDI,76
A00968,Mart,MARTEL,80
A00968,Thier,THIERRY,83
A00968,Bawdb,BAWDBER,83
A00968,Protal,PROTALDI,85
A00968,Protaldye,PROTALDI,82
A00968,Ordilla,ORDELLA,85
A00968,Messen,MESSENGER,80
A00968,Ordel,ORDELLA,83
A00969,Emil,EMILIA,80
A00969,Emili,EMILIA,90
A00969,Ar •… Ite,ARCITE,83
A00969,Arci,ARCITE,80
A00969,Daugh,DAUGHTER,76
A00969,Pala,PALAMON,72
A00969,Wom,WOMAN,75
A00969,Pirith,PIRITHOUS,80
A00969,Hipol,HIPPOLYTA,71
A00969,Woo,WOOER,75
A00969,Doct,DOCTOR,80
A00969,Docter,DOCTOR,83
A00979,Olin,OLINDA,80
A00979,Cos,COSMA,75
A00979,Atych,ATYCHES,83
A00979,Alcip,ALCIPPUS,76
A00979,Scro,SCROCCA,72
A00979,Glau,GLAUCUS,72
A00979,Pa •,PAS,80
A00979,Olind,OLINDA,90
A00979,Dicae,DICAEUS,83
A01227.1,Phillis,PHYLLIS,85
A01227.1,Thrsis,THYRsISs,85
A01227.1,Thrysis,THYRsISs,80
A01227.1,Amynt,AMYNTAS,83
A01227.1,Chor,cHoRUS,80
A01227.1,Amyn,AMYNTAS,72
A01353,T.Collier,TOM COLLIER,90
A01353,T. Collier,TOM COLLIER,90
A01353,T. Colliar,TOM COLLIER,80
A01353,Ni. Newfang,NICHOL NEWFANGLE,76
A01353,T.Colier,TOM COLLIER,84
A01353,R.Roister,RAFE ROISTER,87
A01353,R. Roister,RAFE ROISTER,87
A01353,Phi.Flem,PHILIP FLEMING,72
A01353,Cutbart Cutpursse,CUTHBERT CUTPURSE,88
A01353,Pierse Pickpurs,PIERCE PICKPURSE,90
A01353,G.Fame,"GOOD FAME
GOD",80
A01353,Good Fa,"GOOD FAME
GOD",72
A01424,Sug,SUGAR,75
A01424,Toſt,TOAST,88
A01424,Beere,BEER,88
A01424,Win,WINE,85
A01424,Wat,WATER,75
A01424,Vvater,WATER,72
A01500,Chorvs,CHORUs,83
A01500,Phil,PHILIP,80
A01500,Caes,CAESAR,80
A01500,Chor,CHORUs,80
A01502,Eras,IRAS,75
A01502,Diom,DIOMEDE,72
A01502,Cleop,CLEOPATRA,71
A01502,Euph,EUPHRON,72
A01509,Ill Rep,ILL REPORT,82
A01509,Volup,VOLUPTAS,76
A01509,Sensua,SENSUALITAS,70
A01509,Serua,SERVA,80
A01509,Serua ▪,SERVA,80
A01509,Seruus,SERVUS,83
A01509,Tru Rep,TRUE REPORT,77
A01509,Iudex,JUDEX,80
A01509,Danyell,DANIEL,76
A01509,Daynell,DANIEL,76
A01509,True Rep,TRUE REPORT,84
A01513.1,Dal,DALIO,75
A01513.1,Liti,LITIO,88
A01513.2,Bai,BAILO,75
A01513.2,Chorvs,CHORUS,83
A01513.2,Chor,CHORUS,80
A01513.2,Iocast,JOCASTA,76
A01513.2,Eteocl,ETEOCLES,85
A01513.2,Cre,CREON,75
A01513.2,Sacer,SACERDOS,76
A01513.2,Man,MANTO,75
A01513.2,Antig,ANTIGONE,76
A01513.2,Oedi,OEDIPUS,72
A01513.2,Oedip,OEDIPUS,83
A01836,Amur,AMURATH,72
A01836,Amar,MARS,75
A01836,Jun,JUNO,85
A01836,C •… Pid,CUPID,80
A01836,Alexand,ALEXANDER,87
A01836,Euren,EURENOSES,71
A01836,Menth •…,MENTHE,90
A01836,Cobelitz,KOBELITZ,87
A01836,Lazar,LAZARUS,83
A01836,1. Trull,TRULLS,76
A01836,Alad,ALADIN,80
A01836,Hat,HATUM,75
A01836,2. Noble,NOBLES,76
A01836,Am •… Rath,AMURATH,85
A01836,1. Fiend,FIENDS,76
A01836,2. Fiend,FIENDS,76
A01836,3. Fiend,FIENDS,76
A01836,4. Fiend,FIENDS,76
A01839,Isaack,ISAAC,90
A01839,Mesith,MESITHES,85
A01839,Corcut,CORCUTUS,85
A01839,Achmet,ACHMETES,85
A01839,Isa,ISAAC,75
A01839,Musta,MUSTAPHA,76
A01839,Mahom,MAHOMATES,71
A01839,Triz,TRIZHAM,72
A01839,Corcu,CORCUTUS,76
A01839,Iaack,ISAAC,80
A01839,Mes,ZEMES,75
A01839,Zem,ZEMES,75
A01839,Arme,ARMENIA,72
A01839,Baiazet,BAJAZETH,80
A01839,Isac ▪,ISAAC,88
A01839,Isaacke,ISAAC,83
A01839,Messen,MESSENGER,80
A01839,Mesi,NEMESIS,72
A01839,Selymus,SBLIMUS,71
A01839,Cherseo,CHERSEOGLES,77
A01839,Achme,ACHMETES,76
A01839,Dwarffe,ADWARE,76
A01839,Monke,MONK,88
A01839,Dwarfe,ADWARE,83
A01839,Dwar,ADWARE,80
A01839,Asmehem,ASMEHEMIDES,77
A01839,Cherse,CHERSEOGLES,70
A01839,Achom,ACHOMATES,71
A01839,M • Sith,MESITHES,71
A01839,Follow,FOLLOWERS,80
A01839,Isaak •,ISAAC,80
A01839,Haman,HAMON,80
A01839,Cherseog,CHERSEOGLES,84
A01839,Chersee,CHERSEOGLES,77
A01839,Mustap,MUSTAPHA,85
A01839,Cherse •,CHERSEOGLES,70
A01839,Nemes,NEMESIS,83
A01840,Orest,ORESTES,83
A01840,Elect,ELECTRA,83
A01840,Stroph,sTROPHIUS,80
A01840,Pylad,PYLADES,83
A01840,Pyla,PYLADES,72
A01840,Nur,NURSE,75
A01840,Orst,ORESTES,72
A01853,Jul,JULIA,75
A01853,1 Sutor,SUITORS,71
A01853,2 Sutor,SUITORS,71
A01911,Iack,JACK,75
A01911,Wil,WILL,85
A01911,Tal,TALEs,75
A02091,Errato,ERATO,90
A02091,Ven,VENUS,75
A02091,Calli,CALLIOPE,76
A02091,Melpo,MELPOMENE,71
A02091,Alphon,ALPHONSUS,80
A02091,Cari,CARINUS,72
A02091,Beli,BELINUS,72
A02091,Laeli,LAELIUS,83
A02091,Iphigi,IPHIGINA,85
A02091,Fabi,FABIUS,80
A02091,Messen,MESSENGER,80
A02091,Med,MEDEA,75
A02091,Melpom,MELPOMENE,80
A02125,Marsillvs,MARSILIUS,77
A02125,Mandrecarde,MANDRICARD,85
A02125,Brandemart,BRANDIMART,90
A02125,Aquit,AQUITAINE,71
A02125,An,MAN,80
A02125,Med,MEDOR,75
A02125,Raf,RAFE,85
A02125,Names,NAMUS,80
A02125,Oger,OGIER,88
A02125,Mandr,MAN,75
A02125,Oliuer,OLIVER,83
A02125,Marsillus,MARSILIUS,88
A02127,Ermsbie,ERMsBy,76
A02127,Raphe,RALPH,80
A02127,Ermsbi •,ERMsBy,83
A02127,Raph,RALPH,88
A02127,Aph •,RALPH,75
A02127,M • Rgret,MARGARET,80
A02127,Henrie,HENRY,72
A02127,Con,BACON,75
A02127,B • Con,BACON,80
A02127,Bunga •,BUNGAY,90
A02127,Ungay,BUNGAY,90
A02127,Mil • S,MILES,80
A02127,Bungar,BUNGAY,83
A02127,Vander,VANDERMAST,75
A02127,Emper,KEEPER,72
A02127,Bung,BUNGAY,80
A02127,Hen,HENRY,75
A02127,Ca •• Ile,CASTILE,76
A02127,Mile •,MILES,88
A02127,Serlbie,SERLSBY,71
A02127,Serlsbie,SERLSBY,80
A02127,Serslby,SERLSBY,85
A02127,Lamb,LAMBERT,72
A02127,Margeret,MARGARET,87
A02127,Mites,MILES,80
A02127,Caſt • Le,CASTILE,85
A02127,Cast • Le,CASTILE,85
A02127,Raph •,RALPH,88
A02127,Bac,BACON,75
A02127,L • Mbert,LAMBERT,85
A02127,Keep,KEEPER,80
A02127,Ke • Per,KEEPER,83
A02127,Erms,ERMsBy,80
A02127,Deuill,DEVIL,72
A02127,Deuil,DEVIL,80
A02127,Ellinour,ELINOR,85
A02168,Ober,OBERON,80
A02168,Boh,BOHAN,75
A02168,Boha,BOHAN,88
A02168,Ateu,ATEUKIN,72
A02168,Andr,ANDREW,80
A02168,Sir Bar,SIR BARTRAM,77
A02168,Eust,EUSTACE,72
A02168,Count,CouNTESs,76
A02168,Mort,MoRTON,80
A02168,Dorot,DOROTHEA,76
A02168,S. Atten,ATTENDANTS,70
A02168,Iaques,JAQUES,83
A02168,Nauo,NANO,75
A02168,Nan,NANO,85
A02168,Ent. Boha,BOHAN,76
A02168,Hunts,HUNTSMEN,76
A02168,Obiro,OBERON,72
A02168,Merch,MERCHANT,76
A02168,Diuine,DIVINE,83
A02226.1,Alah,ALAHAM,80
A02226.1,Caine,CAIN,88
A02226.1,Euill Spirits,EVIL SPIRITS,88
A02226.1,Priest,PRIDE,72
A02226.1,Celic,CAELICA,83
A02226.2,Soliman,SULEIMAN,80
A02226.2,Rossa,ROSA,88
A02226.2,Beeglerbie,BEGLERBEY,84
A02226.2,Beglerbie,BEGLERBEY,88
A02226.2,Beglerb,BEGLERBEY,87
A02226.2,Ross,ROSA,75
A02226.2,Achm,ACHMAT,80
A02226.2,Rost,ROSA,75
A02226.2,Zang,ZANGER,80
A02284,Lin,LINCO,75
A02284,Montan,MONTANUS,85
A02284,Damet,DAMETAS,83
A02284,Tire,TIRENIO,72
A02658,Balcus Prolocutor,"PROLOCUTOR
JESUS CHRIST",74
A02732,Evphrosine,EUPHROSYNE,80
A02732,Zeale,ZEAL,88
A02738,Naturae Lex,NATURE,70
A02738,Christi Lex,CHRIST,70
A02738,Infidelitas,INFIDELITY,85
A02738,Idololatria,IDOLATRY,73
A02738,Idolotria,IDOLATRY,70
A02738,Infide • Itas,INFIDELITY,76
A02738,Hypocrisis,HYPOCRISY,84
A02738,Hypocrysis,HYPOCRISY,84
A02738,Fides Christiana,CHRISTIAN FAITH,77
A02906,Baleus Prolocutor,"PROLOCUTOR

GOD",83
A02906,Ioannes Baptista,JOHN BAPTIST,71
A03181,Iupyter,JUPITER,71
A03181,Mery Reporte,MERRY REPORT,91
A03181,Iupiter,JUPITER,85
A03181,Gentylman,GENTLEMAN,88
A03181,Marchaunt,MERCHANT,82
A03181,Marchaunte,MERCHANT,77
A03181,Water Myller,WATER-MILLER,91
A03181,Wynde Myller,WIND-MILLER,78
A03181,Gentylwoman,GENTLEWOMAN,90
A03181,Mery Reoorte,MERRY REPORT,83
A03189,Melea,MEDEA,80
A03189,Hercu,HERCULES,76
A03189,Meleag,MELEAGER,85
A03189,Ness,NESSUS,80
A03189,Venus,vENUuS,90
A03189,Ad •… Nis,ADONIS,83
A03189,Adon,ADONIS,80
A03189,Tela,TELAMON,72
A03189,Iason,JASON,80
A03189,Thes,THESEUS,72
A03189,Atlant,ATALANTA,85
A03189,Nest,NESTOR,80
A03189,Cast,CASTOR,80
A03189,Atre,ATREUS,80
A03189,Alth,ALTHEA,80
A03189,Atlan,ATALANTA,76
A03189,Laomed,LAOMEDON,85
A03189,Hesio,HESIONE,83
A03189,Anchis,ANCHISES,85
A03189,Telam,TELAMON,83
A03189,Oetes,AEETES,72
A03189,Absyr,ABSYRTUS,76
A03189,Lord,LORDS,88
A03189,Hom,HOMER,75
A03189,Anchi,ANCHISES,76
A03189,Phoe,PHOEBUS,72
A03189,Phoeb •…,PHOEBUS,83
A03189,Vulc,VULCAN,80
A03189,Nept,NEPTUNE,72
A03189,Merc,MERCURY,72
A03189,Phoeb,PHOEBUS,83
A03189,Iuno,JUNO,75
A03189,Lych,LYCHAS,80
A03189,Omph,OMPHALE,72
A03189,Lichas,LYCHAS,83
A03189,Her,HOMER,75
A03195,Winc,WINCOTT,72
A03195,Rob,ROBIN,75
A03195,Blan,BLANDA,80
A03195,Wino,WINCOTT,72
A03197,Scar,SCARLET,72
A03197,Vrsula,URSULA,83
A03197,Scarl,SCARLET,83
A03197,"All, All",MALL,85
A03197,Bowd,BowDLER,72
A03197,Barn,BARNARD,72
A03197,Franke,FRANK,90
A03197,Fran,FRANK,88
A03197,Anth,ANTHONY,72
A03197,Fra,FRANK,75
A03197,Franck,FRANK,90
A03197,Antho,ANTHONY,83
A03197,Flow,FLOWER,80
A03197,Mal,MALL,85
A03197,Ber,BERRY,75
A03197,Berr,BERRY,88
A03197,Fidd,FIDDLE,80
A03197,Mistris Flo,MISTRESS FLOWER,76
A03197,Mistresse Flo,MISTRESS FLOWER,85
A03197,Mistresse Flow,MISTRESS FLOWER,89
A03197,Mistris Fl,MISTRESS FLOWER,72
A03197,Francke,FRANK,83
A03197,1. Serieant,SERGEANTS,73
A03197,Master Flow,FLOWER,70
A03197,Mistris Flow,MISTRESS FLOWER,81
A03197,Office,OFFICERS,85
A03202,Godf,GODFREY,72
A03202,Char,CHARLES,72
A03202,Vill,VILLAIN,72
A03202,Irish,IRISHMEN,76
A03202,Clo,CLOWN,75
A03202,Tanc,TANCRED,72
A03202,Sop,SOPHY,75
A03202,Fren. Lad,FRENCH LADY,84
A03202,Evst. & Char,CHARLES,75
A03202,Fren Lad,FRENCH LADY,84
A03202,Fren. L,FRENCH LADY,70
A03205,Tytan,TITAN,80
A03205,Licaon,LYCAON,83
A03205,Uesta,VESTA,80
A03205,Nurs,NURSE,88
A03205,Vest,VESTA,88
A03205,Sibilla,sIBYLLA,85
A03205,Sibill,sIBYLLA,76
A03205,Iupiter,JUPITER,85
A03205,Lyca,LYCAON,80
A03205,Lycan,LYCAON,90
A03205,Calist,CALLISTO,85
A03205,Dian,DIANA,88
A03205,Atlan,ATLANTA,83
A03205,Hom,HOMER,75
A03205,Aege,AEGEON,80
A03205,Encel,ENCELADUS,71
A03205,Iuno,JUNO,75
A03205,Satu,SATURN,80
A03205,Tit,TITAN,75
A03205,Nept,NEPTUNE,72
A03205,Plut,PLUTO,88
A03205,Dan,DANA,85
A03205,Danae,DANA,88
A03205,Plu,PLUTO,75
A03205,Tro,TROGs,75
A03205,Troos,TROGs,80
A03208,Tame,THAME,88
A03208,Howa,HOWARD,80
A03208,Woman,MAN,75
A03208,D: Wend,WENDY,72
A03208,Phil,PHILIP,80
A03208,Pant,PANTLER,72
A03208,Phill,PHILIP,72
A03208,Brock,BROCKETT,76
A03217,Marchant,MERCHANT,87
A03217,Fact,FACTOR,80
A03217,Gresh,GRESHAM,83
A03217,Gres,GRESHAM,72
A03217,Honestie,HONESTY,80
A03217,Hobs,HOBSON,80
A03217,Work,WORKMEN,72
A03217,Worke,WORKMEN,83
A03217,1. Lord,LORDs,72
A03217,2. Lord,LORDs,72
A03217,Courtez,CouRTESAN,75
A03217,Omnes Fact,FACTORS,70
A03217,Curtes,CouRTESAN,80
A03217,Sheriffe,SHERIFFS,87
A03217,Lecest,LEICESTER,80
A03217,La: Ram,LADY RAMSAY,70
A03217,La. Ram,LADY RAMSAY,70
A03217,Huns,HUNSDON,72
A03240,Par,PARMA,75
A03240,Wife,MIDWIFE,72
A03240,Stro,sTROZA,80
A03240,Moth,MOTHER,80
A03240,Hunts,HUNTSMAN,76
A03240,Mil,MILAN,75
A03240,Florens,FLORENCE,80
A03240,Parm,PARMA,88
A03240,Lauret,LAURETTA,85
A03240,Lawret,LAURETTA,71
A03240,Millaine,MILAN,76
A03240,Floren,FLORENCE,85
A03240,Milla,MILAN,80
A03240,Flor,LORD,75
A03240,Laure,LAURETTA,76
A03244,Tarq,TARQUIN,72
A03244,Tarqu,TARQUIN,83
A03244,Lucr,LUCRECE,72
A03244,Lucre,LUCRECE,83
A03244,Valer,VALERIUS,76
A03244,Brut,BRUTUS,80
A03244,Tulli,TULLIA,90
A03244,Horat,HORATIUS,76
A03244,Collat,COLLATINE,80
A03244,Lucret,LUCRETIUS,80
A03244,Sceuol,sCAEVOLA,71
A03244,Sceuola,sCAEVOLA,80
A03244,Colat,COLLATINE,71
A03244,Arun,TARQUIN,72
A03244,Colla,COLLATINE,71
A03244,Porsen,PORSENNA,85
A03244,Maide,MAID,88
A03244,Secret,SECRETARY,80
A03244,P •… Rsenna,PORSENNA,87
A03244,Scenol,sCAEVOLA,71
A03248,Clint,CLINTON,83
A03248,Clin,CLINTON,72
A03248,Serv,sERVANT,72
A03248,Audl,AUDLEY,80
A03248,Cocke,COCK,88
A03248,Bonv,BONVILE,72
A03255,Boyster,BOISTER,85
A03255,Chart,CHARTLEY,76
A03255,Sencer,SENSER,83
A03255,Haring,HARINGFIELD,70
A03255,Ioseph,JOSEPH,83
A03255,Luc •…,LUCE,85
A03255,Chartl,CHARTLEY,85
A03255,Chartl •… Y,CHARTLEY,87
A03255,Wisewoman,WOMAN,71
A03255,Countr,COUNTRYMAN,75
A03255,Countrym,COUNTRYMAN,88
A03255,Taber,TABOR,80
A03255,Wom,WOMAN,75
A03255,Wis •…,WIVES,75
A03255,Sir Har,SIR HARRY,87
A03255,Tab,TABOR,75
A03255,Sir. Har,SIR HARRY,87
A03255,Sir Bonif,SIR BONIFACE,85
A03255,Sir Bon,SIR BONIFACE,73
A03255,Gratia,GRATIANA,85
A03255,Fath,FATHER,80
A03255,Gyles,GILES,80
A03256,Charles,CARTERS,71
A03256,Frank,FRANKFORD,71
A03256,Malbie,MALBY,72
A03256,Wend,WENDOLL,72
A03256,Rogero,ROGER,90
A03256,Iane,ANNE,75
A03256,Shrief,SHERIFF,76
A03256,Nicho,NICHOLAS,76
A03256,Mal,MALBY,75
A03256,Keep,KEEPER,80
A03256,Shaf,SHAFTON,72
A03256,Frank •,FRANKFORD,71
A03256,Mount,MOUNTFORD,71
A03256,San,SUSAN,75
A03256,Ienkin,JENKIN,83
A03405,Gram,GRAMMAR,72
A03405,Log,LOGIC,75
A03405,Musick,MUSIC,90
A03405,Astr,ASTRAEA,72
A03405,Hile,HILETUS,72
A03405,Bel,BELCH,75
A03405,Incle,INGLE,80
A03405,Boug,BOUGLE,80
A03405,Four,FURY,75
A03405,Vour,vOUCHER,72
A03405,Fur,FURY,85
A03405,Plen,PLENTY,80
A03405,Bach,BACCHUS,72
A03405,Plut,PLUTUS,80
A03405,Corne-B,CORN BUYER,70
A03405,Sell,SELLER,80
A03405,Gul,GULCH,75
A03405,Belsh,BELCH,80
A03405,Gutt,GUT,85
A03405,Bell,BELLULA,72
A03405,Clou,CLOUT,88
A03405,Gulsh,GULCH,80
A03405,Stew,STEWARD,72
A03405,Vsher,usHER,80
A03405,Port,POVERTY,72
A03405,Cres,CERES,88
A03405,Page,PAGES,88
A03405,Pag,PAGES,75
A03405,Clot,CLOUT,88
A03405,Guit,GUT,85
A03405,Champ,CHAMPERTY,71
A03405,Vouch,vOUCHER,83
A03405,Enuy,ENVY,75
A03405,Bellu,BELLULA,83
A03405,Horr,HORROR,80
A03405,Ruine,RUIN,88
A03405,Capt,CAPTAIN,72
A03405,Ofiicer,OPFICER,85
A03405,Clont,CLOUT,80
A03405,Famin,FAMINE,90
A03405,Bond,BONDAGE,72
A03405,Host,HOSTESs,72
A03424,Cuffe,CUFF,88
A03424,Ruffe,RUFE,88
A03496,Aſtron,ASTRONOMIA,75
A03496,Aſtrol,ASTROLOGIA,75
A03496,Arithm,ARITHMETICA,70
A03496,Muſica,MUSICIANS,80
A03496,Poet,POETA,88
A03496,Chol,CHOLER,80
A03496,Sang,SANGUIS,72
A03496,Hiſtor,HISTORIA,85
A03496,Ethic,ETHICUS,83
A03496,Rhetor,RHETORICA,80
A03496,Oecon,OECONOMA,76
A03496,Cauſidicus,CAvsipICUus,76
A03496,Cheir,CHOLER,72
A03496,Phyſ,PHYSICA,72
A03496,Medic,MEDICUS,83
A03496,Phyſiog,PHYSIOGNOMUS,73
A03496,Muſ,MAGUS,75
A03496,Muſic,MUSICIANS,71
A03496,Mag,MAGUS,75
A03496,Hiſto,HISTORIA,76
A03496,Histo,HISTORIA,76
A03496,Astrol,ASTROLOGIA,75
A03496,Rheto,RHETORICA,71
A03571.1,Little Iohn,LITTLE JOHN,90
A03571.1,Iack,JACK,75
A03804,Gorl,GORLOts,72
A03804,Fron,FRONIA,80
A03804,Mord,MORDRED,72
A03804,Cona,CONAN,88
A03804,Arth,ARTHUR,80
A03804,Hera,HERALD,80
A03804,Mord·,MORDRED,72
A03804,Gawi,GAWIN,88
A03804,Modr,MORDRED,72
A03804,Cado,CADOR,88
A03804,Howe,HOWELL,80
A03804,Herav,HERALD,72
A03804,Gild,GILDAS,80
A03804,Chor. •,CHORUS,80
A04027,The Yong Woman,YOUNG WOMAN,80
A04027,The Peroratour,PERORATOR,78
A04052,Helth,HEALTH,90
A04052,Welth,WEALTH,90
A04052,He • Th •,HEALTH,72
A04052,Liberti,LIBERTY,85
A04052,Hanc •,HANS,75
A04052,Lib • R • Y,LIBERTY,71
A04052,Remdi,REMEDY,72
A04052,Remedi,REMEDY,83
A04052,Remdy,REMEDY,90
A04052,Remd,REMEDY,80
A04052,Remd •,REMEDY,80
A04055,Impacient Pouerte,IMPATIENT POVERTY,82
A04055,Conſci,CONSCIENCE,75
A04055,Myſrule,MISRULE,85
A04206,Iacob,JACOB,80
A04206,Deborra,DEBORAH,85
A04206,Rebec • A,REBECCA,71
A04206,Iſaa •,ISAAC,88
A04539,Char,CHARLES,72
A04539,Bar,BRIAR,75
A04539,Caes,CAESAR,80
A04539,Gasp,GASPAR,80
A04539,Caraff,cARAFBA,76
A04539,Piccol,PICCOLOMINI,70
A04539,Mon,MONK,85
A04539,Caraf,cARAFBA,83
A04539,Ast,ASTOR,75
A04539,Asto,ASTOR,88
A04539,Fresco,FRESCOBALDI,70
A04539,Baer,BARBERS,72
A04539,Pag,PAGES,75
A04539,Caesa,CAESAR,90
A04539,Barb,BARBERS,72
A04539,Caer,CAESAR,80
A04539,Cara •,cARAFBA,72
A04539,Corn,cornETO,72
A04539,Cara ▪,cARAFBA,72
A04539,Var,VARCA,75
A04632.12,Mai,MAIA,85
A04632.26,Vvlcan,VULCAN,83
A04632.26,Mercvry,MERCURY,85
A04632.26,Natvre,NATURE,83
A04632.26,Promethevs,PROMETHEUS,90
A04632.27,Iron Age,TRON AGB,75
A04632.3,Asot,ASOTUS,80
A04632.3,Hed,HEDON,75
A04632.3,Mor,MORUS,75
A04632.3,Are,ARETE,75
A04632.3,Morvs,MORUS,80
A04632.3,Anai,ANAIDES,72
A04632.3,Hedo,HEDON,88
A04632.3,Mor •,MORUS,75
A04632.3,Hed ▪,HEDON,75
A04632.5,Nat,NATTA,75
A04632.5,Arr,VARRO,75
A04632.5,Seianvs,SEJANUS,71
A04632.5,Ner,NERO,85
A04632.5,Var,VARRO,75
A04632.5,Afe,AFER,85
A04632.5,Prae,PRAETOR,72
A04632.5,Cot,COTTA,75
A04632.5,Mac,MACRO,75
A04632.5,Lac,LACo,85
A04632.5,Mar,MACRO,75
A04632.5,Tri,TRIO,85
A04632.5,Praet,PRAETOR,83
A04632.6,Mos,MOSCA,75
A04632.6,Nan,NANO,85
A04632.6,Volt,VOLTORE,72
A04632.6,Corv,CORVINO,72
A04632.6,Nota,NOTARIO,72
A04633.1,Winw,WIN,85
A04633.1,Was,WASP,85
A04633.1,Cok,COKES,75
A04633.1,Over,OVERDO,80
A04633.1,Gra,GRACE,75
A04633.1,Tra,TRASH,75
A04633.1,Cos,COKES,75
A04633.1,Whi,WHIT,85
A04633.1,Whi ▪,WHIT,85
A04633.1,Ale,ALICE,75
A04633.1,Cok ▪,COKES,75
A04633.3,Sat,SATAN,75
A04633.3,Man,MANLY,75
A04636,Dol,DOLL,85
A04637.2,Fa • Rie,FAIRIES,76
A04640,Cat,CATO,85
A04640,Lec,LAECA,75
A04640,Pag,PAGES,75
A04640,Chorvs,cHORUS,83
A04640,Gal,GALLA,75
A04640,Caes,CAESAR,80
A04640,Catv,CATO,75
A04640,Cati,CATO,75
A04640,Cat •,CATO,85
A04643.1,Oceanvs,OCEANUS,85
A04644,Zephyrvs,ZEPHYRUS,87
A04644,Chorvs,CHLORIS,76
A04644,Architectvre,ARCHITECTURE,91
A04644,Scvlptvre,SCULPTURE,77
A04644,Jvno,JUNO,75
A04648,Mit,MITIS,75
A04648,Asp,ASPER,75
A04648,Sord,SORDIDO,72
A04648,Hind,HINE,75
A04648,Cine,CINEDO,80
A04648,Lady,LAD,85
A04648,Fung,FUNGOSO,72
A04648,Deli,DELIRO,80
A04648,Fall,FALLACE,72
A04648,Cloue,CLOVE,80
A04648,Oreng,ORANGE,72
A04648,Rust,RUSTICS,72
A04648,Music,MUSICIANS,71
A04648,Seruing,SERVINGMEN,70
A04648,Groome,GROOM,90
A04648,Draw,DRAWER,80
A04648,Georg,GEORGE,90
A04648,Geor,GEORGE,80
A04648,Const,CONSTABLE,71
A04652,Iohphiel,JOHPHIEL,87
A04652,Iophiel,JOHPHIEL,80
A04652,Protevs,PROTEUS,85
A04652,Portvnvs,PORTUNUS,75
A04655,Evphemvs,EUPHEMUS,75
A04655,Venvs,VENUS,80
A04656,Prothevs,PROTEUS,80
A04656,Portvnvs,PORTUNUS,75
A04656,Protevs,PROTEUS,85
A04656,Portevs,PROTEUS,71
A04656,Saylors,SAILoRs,85
A04658,Lov,LOVEL,75
A04658,Fra,FRANK,75
A04658,Nur,NURSE,75
A04658,Pec,PECK,85
A04658,Fl,FLY,80
A04658,Bur,BURST,75
A04881,Const,CONSTABLE,71
A04881,Tafa,TAFFETA,72
A04881,Bour,BOUCHER,72
A04881,Taff,TAFFETA,72
A04881,Das,DASH,85
A04881,Thro,THROAT,80
A04881,Bouch,BOUCHER,83
A04881,Bea,BEARD,75
A04881,Sir Ol,SIR OLIVER,75
A04881,Sir. Ol,SIR OLIVER,75
A04881,Adri,ADRIANA,72
A04881,Bear,BEARD,88
A04881,Draw,DRAWERS,72
A04888,Dunston,DUNSTAN,85
A04888,Per,PERIN,75
A04888,Dunst,DUNSTAN,83
A04888,Ethen,ETHENWALD,71
