TCP,raw_name,suggested_match,score
A18426,Laod,LAODICE,72
A18589,Rvmor,RUMOUR,72
A18589,Plentie,PLENTY,76
A18589,Loue,LOVE,75
A18596,Hoff,HOFFMAN,72
A18596,Lor,LORDS,75
A18596,Ierom,JEROME,72
A18596,Lod,LORDS,75
A18596,Silt,sTILT,88
A18596,Stils,sTILT,80
A18596,Lord,LORDS,88
A19182,Post,HOST,75
A19182,Vertue,VIRTUE,83
A19182,Chamberl,CHAMBERLAIN,84
A19182,Mon,MONEY,75
A19182,Mony,MONEY,88
A19182,Court,COURTIER,76
A19182,Equit,EQUITY,90
A19182,Iudge,JUDGE,80
A19182,Clerk,CLERKS,90
A19182,Cryer,CRIER,80
A19183,Ansel,ANSELM,90
A19183,Bra,BRABO,75
A19183,Mayd,MARY,75
A19183,Amina,AMINADAB,76
A19183,Spl,spLAY,75
A19260,Gerald,GERALDINE,80
A19260,Spend,SPENDALL,76
A19260,Sir Lion,SIR LIONEL,88
A19260,Bla,BLANK,75
A19260,Sweat,SWEATMAN,76
A19260,Tickle,TICKLEMAN,80
A19260,Tickl •,TICKLEMAN,71
A19260,Seruant,sERVANT,85
A19260,Sprin,SPRINKLE,76
A19260,Bubb,BUBBLE,80
A19260,Scatterg,sCATTERGOOD,84
A19260,Spend ▪,SPENDALL,76
A19260,Sweat ▪,SWEATMAN,76
A19260,Hold,OLD,85
A19260,Lodg,LODGE,88
A19260,Phillis,PHYLLIS,85
A19260,Geral,GERALDINE,71
A19260,Spend. & Sta,SPENDALL,70
A19260,Basket,BASKETHILT,75
A19738,Araſ,ARASPAS,72
A19750,Iulio,TULIO,80
A19750,Julio,TULIO,80
A19750,Stultiſ,sTULTISSIMO,77
A19750,Toma,TOMASO,80
A19750,Arba,ARBACES,72
A19750,Phem,PHEMONE,72
A19750,Sheph,SHEPHERD,76
A19750,Anto,ANTONIO,72
A19750,Clark,CLERK,80
A19750,Anton,ANTONIO,83
A19750,Duk,DUKE,85
A19750,Jullio,TULIO,72
A19755,Amor,AMORPHO,72
A19755,Que,QUEEN,75
A19755,Amorp,AMORPHO,83
A19757,Gism,GISMUND,72
A19757,Sail,SAILOR,80
A19757,Lem,LEMOT,75
A19757,Aliz,ALIZIA,80
A19757,Davi,DAVY,75
A19757,War,WARD,85
A19757,Gallip,GALLOP,83
A19757,Gall,GALLOP,80
A19757,Sailers,SAILORS,85
A19757,Sar,SARES,75
A19757,Voad,VOADA,88
A19757,1. Son,FIRST SON,75
A19757,2. Son,FIRST SON,75
A19757,Alb. Ferd,ALBERT,71
A19757,Cros,CROSMAN,72
A19757,Frans,FRANCISCO,71
A19757,Rabsh,RABSHAKE,76
A19757,Mul,MULY,85
A19757,Gover,GOVERNOR,76
A19757,Surg,SURGEON,72
A19816.1,Caes,CAESAR,80
A19816.1,Arius,AREIUS,90
A19816.1,Seleu,SELEUCUS,76
A19816.1,Chor,CHORUS,80
A19829,Hym,HYMEN,75
A19829,Auarice,AVARICE,85
A19829,Iealousie,JEALOUSY,70
A19829,Lia,LYDIA,75
A19835,Col,COLAX,75
A19835,Daph,DAPHNE,80
A19835,Tech,TECHNE,80
A19876,F Orest,FORESTE,85
A19876,Foreſ,FORESTE,83
A19876,Dorid,DORIDO,90
A19876,Monke,MONK,88
A19876,Monks,MONK,88
A19876,Lotha,LOTHARIO,76
A19876,Coſ,CORSA,75
A19876,Cos,CORSA,75
A19876,Fores,FORESTE,83
A19876,Luin,LUINNA,80
A19876,Lucin,LUINNA,72
A19876,Cor,CORSA,75
A19876,Duar,DUARTE,80
A19877,Meruolle,MERVOLLE,87
A19877,Alta,ALTEZA,80
A19877,Alte,ALTEZA,80
A19877,Altera,ALTEZA,83
A19877,Scioeto,SCIOLTO,85
A19877,Sciol • O,SCIOLTO,71
A19877,Nienie,NIENTE,83
A19877,Florel,FLORELLO,85
A19877,Charin,CHARINTHA,80
A19877,Seiolto,SCIOLTO,85
A19877,Scio,SCIOLTO,72
A19877,Punt •,PUNTO,88
A19877,Florellll,FLORELLO,82
A19877,Sciol ••,SCIOLTO,83
A19877,Flor • Llo,FLORELLO,87
A19881,Grimo,GRIMOLD,83
A19881,Parad,PARADINE,76
A19881,Gondib,GONDIBERT,80
A19881,Grim,GRIMOLD,72
A19881,Gouernour,GOVERNOR,82
A19881,Gouern,GOVERNOR,71
A19881,Vollter,VOLTERRI,80
A19881,Conr,CONRAD,80
A19881,Hermeg,HERMEGILD,80
A19881,Theſi,THESINA,83
A19881,Theſ,THESINA,72
A19881,Gentlem,GENTLEMAN,87
A19881,Frol,FROLLO,80
A19881,Gouernor,GOVERNOR,87
A19888,An,NAN,80
A19888,Husb,HUSBAND,72
A19888,Iohn,JOHN,75
A19975,Octa,OCTAVIO,72
A19975,Hort,HORTENS,72
A19975,Herm,HERMIA,80
A19975,Lord,LORDs,88
A19976,Baſil,BASILIUS,76
A19976,Dame,DAMETAS,72
A19976,Manaſ,MANASSES,76
A19976,Amin,AMINTOR,72
A19976,Iulio,JULIO,80
A19976,Gyne,GYNECIA,72
A19976,Hippol,HIPPOLITA,80
A19976,Demet,DEMETRIUS,71
A19976,Damet,DAMETAS,83
A19976,Juli,JULIO,88
A19976,Jui,JULIO,75
A19976,Manaſs,MANASSES,85
A19976,Amint,AMINTOR,83
A19976,Liſand,LYSANDER,71
A19976,Hippo,HIPPOLITA,71
A19977,Lur,LuRDO,75
A19977,Jul,JULIO,75
A19977,Pag,PAGES,75
A19977,Page,PAGES,88
A20062,Math,MATHEO,80
A20062,Mathew,MATHEO,83
A20062,Fust,FUSTIGO,72
A20062,Vio,VIOLA,75
A20062,1. Prentise,PRENTICES,73
A20062,2. Prentise,PRENTICES,73
A20062,Geor,GEORGE,80
A20062,Cand,CANDIDO,72
A20062,Ma,MAN,80
A20062,Rog,ROGER,75
A20062,Cram,CRAMBO,80
A20062,Cramb,CRAMBO,90
A20062,Duk,DUKE,85
A20062,Ansel,ANSELMO,83
A20065,Lodouico,LODOVICO,87
A20065,Bryan,BRIAN,80
A20065,Caro,CAROLO,80
A20065,Asto,ASTOLFO,72
A20065,Orla,ORLANDO,72
A20065,Cand,CANDIDO,72
A20065,Math,MATHEO,80
A20065,Seruant,SERVANT,85
A20065,Boss,BOTS,75
A20065,Const,CONSTABLE,71
A20065,1. Master,MASTERS,80
A20066,Char,CHARON,80
A20066,Ruff,RUFFMAN,72
A20066,Bris,BRISCO,80
A20066,Alph,ALPHEGE,72
A20066,Pri,PRIOR,75
A20066,Sold,SOLDIER,72
A20066,Scho,SCHOLAR,72
A20066,Bra,BRAVO,75
A20066,Car,CARLO,75
A20066,Ruff ▪,RUFFMAN,72
A20066,Cal,CARLO,75
A20066,Spir,SPIRIT,80
A20066,Aeac,AEACUS,80
A20076,Eccho,ECHO,88
A20076,Fort,FORTUNE,72
A20076,Fortu,FORTUNE,83
A20076,Fortunat,FORTUNATUS,88
A20076,1. King,KINGS,72
A20076,Andelo,ANDELOCIA,80
A20076,Shad,SHADOW,80
A20076,Andel,ANDELOCIA,71
A20076,Ampe,AMPEDO,80
A20076,Amped,AMPEDO,90
A20076,Vertue,VIRTUE,83
A20076,Orle,ORLEANS,72
A20076,Agrip,AGRIPPINE,71
A20076,Cornew,CORNWALL,71
A20076,Cornw,CORNWALL,76
A20076,Chest,CHESTER,83
A20076,Gallow,GALLOWAY,85
A20076,Athelst,ATHELSTAN,87
A20076,Montr,MONTROSE,76
A20077,Lepi,LEPIDO,80
A20077,Mar,MARIO,75
A20077,Emu,EMULO,75
A20077,Sir O,SIR OWEN,76
A20077,S. Own,SIR OWEN,76
A20077,Sir. O,SIR OWEN,76
A20077,S. Owe,SIR OWEN,76
A20077,Fur,FURIO,75
A20077,Mari,MARIO,88
A20077,Farn,FARNESE,72
A20081,Sir Quin,SIR QUINTILIAN,72
A20081,Sir Quint,SIR QUINTILIAN,78
A20081,Sir Vaughen,SIR VAUGHAN,90
A20081,Sir Vaug,SIR VAUGHAN,84
A20081,Fla,FLASH,75
A20081,Teri,TERRILL,72
A20081,Sir Vau,SIR VAUGHAN,77
A20081,Asini,ASINIUS,83
A20081,Asin,ASINIUS,72
A20081,Blun,BLUNT,88
A20081,Blu,BLUNT,75
A20081,Sir Quinti,SIR QUINTILIAN,83
A20081,Sir Ad,SIR ADAM,85
A20081,Sir Vaugh,SIR VAUGHAN,90
A20081,Sir Van,SIR VAUGHAN,77
A20081,Mini,MINIVER,72
A20081,Sir Va •,SIR ADAM,71
A20081,Philoca,PHILOCALIA,82
A20081,Dica,DICACHE,72
A20081,Petu,PETULA,80
A20081,Sir Va,SIR ADAM,71
A20081,Sir Ad • M,SIR ADAM,87
A20081,S •• Vaugh,SIR VAUGHAN,77
A20081,Si • Vau,SIR VAUGHAN,70
A20081,Ser,SEWER,75
A20092,1. King,FIRST KING,80
A20092,2. King,FIRST KING,80
A20092,3. King,FIRST KING,80
A20092,Tita,TITANIA,72
A20092,Titan,TITANIA,83
A20092,4. Foo •… Men,FOOTMEN,75
A20092,Fidel,FIDELI,90
A20092,Aur,AURA,85
A20092,Elfi,ELFIRON,72
A20092,3. King ▪,FIRST KING,80
A20092,Camp •… Ius,CAMPEILUS,82
A20092,Campcius,CAMPEILUS,82
A20092,Coniur,CONJURER,71
A20092,1 King,FIRST KING,80
A20092,Rop,ROPUS,75
A20092,Com,COMO,85
A20092,Palm,PALMIO,80
A20092,Ragaz,RAGGAZONI,71
A20092,Tim,TIME,85
A20092,Tita ▪,TITANIA,72
A20092,2 King,FIRST KING,80
A20093,Car,CARGO,75
A20093,Pis,PISA,85
A20093,Dari,DARIENE,72
A20093,Pier,PIERO,88
A20093,Pie,PIERO,75
A20093,Carg,CARGO,88
A20093,Stew,STEWARD,72
A20093,Mut,MUTIO,75
A20093,Nurs,NURSE,88
A20093,Caego,CARGO,80
A20093,Broth,BROTHER,83
A20093,Fia,FRIAR,75
A20093,Brok,BROKER,80
A20093,Ser,USHER,75
A20093,Golds,GOLDSMITH,71
A20093,Tibal,TIBALDO,83
A20093,Darie,DARIENE,83
A20093,Dare,DARIENE,72
A20093,Fryar,FRIAR,80
A20098,Bella,BELLAMONT,71
A20098,Ma,MAN,80
A20098,Phil,PHILIP,80
A20098,Chart,CHARTLEY,76
A20098,Draw,DRAWER,80
A20098,Prent,PRENTICE,76
A20098,Horn,HORNET,80
A20098,Dol,DOLL,85
A20098,H • Ns,HANS,75
A20098,Harn,HANS,75
A20098,Han,HANS,85
A20098,Dol ▪,DOLL,85
A20098,Squir,SQUIRREL,76
A20098,Baud,BAWD,75
A20098,Kat,KATE,85
A20098,Hostice,HOSTESS,71
A20098,Host,HOSTESS,72
A20098,Host ▪,HOSTESS,72
A20100,Taylour,TAILOR,76
A20100,Taylor,TAILOR,83
A20100,Prent,PRENTICE,76
A20100,Tenter,TENTERHOOK,75
A20100,Mol,MOLL,85
A20100,Earl,BARL,75
A20100,Whirl,WHIRLPOOL,71
A20100,Mab,MABEL,75
A20100,Cla,CLARE,75
A20100,Clar,CLARE,88
A20100,Monop,MONOPOLY,76
A20866,Cran,CRANMER,72
A20866,Bonn ▪,BONNER,80
A20866,Bonn,BONNER,80
A20866,Bert,BERTIE,80
A20866,Berty,BERTIE,72
A20866,Arun,ARUNDEL,72
A20866,Gard,GUARDS,80
A20866,Clu,CLUNY,75
A20866,Gard ▪,GUARDS,80
A20866,Clu ▪,CLUNY,75
A20866,Cran ▪,CRANMER,72
A20866,Clunie,CLUNY,72
A20866,Cranw,CRANWELL,76
A20866,Messen,MESSENGER,80
A20866,Craenw,CRANWELL,71
A20866,Consta,CONSTABLE,80
A20866,Consta ▪,CONSTABLE,80
A20866,Lati,LATIMER,72
A20866,Cranm,CRANMER,83
A20866,Atkin,ATKINSON,76
A20866,Keep,KEEPER,80
A20866,Grind,GRINDAL,83
A20866,Story,STOREY,90
A20866,Scory,STOREY,72
A20866,Offic,OFFICERS,76
A20866,Admi,ADMIRAL,72
A20866,Huns,HUNSDON,72
A20866,Hunsd,HUNSDON,83
A20867,Twed,TWEEDLE,72
A20867,Sir Ed,SIR EDWARD,75
A20867,Foole,FOOL,88
A20867,Sir. Ed,SIR EDWARD,75
A20867,Came,CAMELIA,72
A20867,Kathe,KATHERINE,71
A20867,Flawn,FLAWNE,90
A20867,Winif,WINIFRED,76
A20867,Camel,CAMELIA,83
A20867,Plan,PLANET,80
A20867,Page. 1,"PAGE
MISTRESS 
BRABANT",80
A20867,Pas,PAGES,75
A20951,Ard,ARDEN,75
A20951,Michael,MICHABL,85
A20951,Michaell,MICHABL,80
A20951,Clark,CLARKE,90
A20951,Gren,GREENE,80
A20951,Mich,MICHABL,72
A20951,Prentise,PRENTICE,87
A20951,Shake,SHAKEBAG,76
A20951,Grene,GREENE,90
A20951,Rede,reEDE,88
A20951,Ale,ALICE,75
A21136,Cor,COREB,75
A21136,Har,HARRY,75
A21136,Sir Moun,SIR JOHN,75
A21136,Bil,BILBO,75
A21136,Sir Io,SIR JOHN,71
A21136,Bank,BANKS,88
A21136,Ban,BANKS,75
A21136,Milli,MILLICENT,71
A21136,Sir. Ar,SIR ARTHUR,75
A21136,Fra,FRANK,75
A21136,Sir Ar,SIR ARTHUR,75
A21136,Sir Ra,SIR RALPH,80
A21136,Fran,FRANK,88
A21136,Sir Ioh,SIR JOHN,80
A21136,Bri,BRIAN,75
A21136,Raph,RALPH,88
A21136,Sir Rap,SIR RALPH,87
A21136,Prie,PRIEST,80
A21136,Mille,MILLICENT,71
A21136,Sir Arth,SIR ARTHUR,88
A21144,Count,COUNTESS,76
A21144,Cont,SCOT,75
A21144,King Iohn,XING JOHN,77
A21144,Per,PERCY,75
A21159,Aristippvs,ARISTIPPUS,90
A21159,Carisophvs,CARISOPHUS,90
A21159,Pithias,PYTHIAS,85
A21159,Arirtippvs,ARISTIPPUS,80
A21159,Dyonysivs,DIONYSIUS,77
A21159,Gronoo,GROANO,83
A21159,Dionys,DIONYSIUS,80
A21159,Dionysivs,DIONYSIUS,88
A21159,Dionisivs,DIONYSIUS,77
A21159,Dionis,DIONYSIUS,80
A21159,Gronno,GROANO,83
A21159,Garisoph,CARISOPHUS,77
A21159,Carisph,CARISOPHUS,82
A21159,Carysophvs,CARISOPHUS,80
A21159,Carysoph,CARISOPHUS,77
A21159,Carisoph,CARISOPHUS,88
A21159,Grimme,GRIM,80
A21159,Acke,JACK,75
A21159,Grimme ▪,GRIM,80
A21159,Aristip,ARISTIPPUS,82
A21159,Mvses,MUSES,80
A21159,Grono,GROANO,90
A21246.1,Iſab,ISABEL,80
A21246.2,Niſ,NISA,85
A21328,Lubek,LUBECK,90
A21328,Manuile,MANVILE,85
A21328,Trot,TROTTER,72
A21328,Monntney,MOUNTNEY,87
A21328,Blaunch,BLANCHE,85
A21328,Blannch,BLANCHE,85
A21328,Messen,MESSENGER,80
A21328,Valingf,VALINGFORD,82
A21328,Validgford,VALINGFORD,90
A21328,Rocilia,ROSILIO,71
A21328,Souldier,SOLDIERS,87
A21328,Elner,ELINOR,72
A21328,Embassador,AMBASSADOR,90
A21328,Valing,VALINGFORD,75
A21411,Maide,MAID,88
A21411,Hum,HUMIL,75
A21411,Iames,JAMES,80
A21411,Filb,FILBON,80
A21411,Mar,MARY,85
A21411,Tabit,TABITHA,83
A21411,S. Will,SIR WILLIAM,70
A21411,Tabi,TABITHA,72
A21411,Humyl,HUMIL,80
A21411,Ladie,LADIES,90
A21411,Tabithe,TABITHA,85
A21411,S. Rafe,SIR RAFE,85
A21411,S. Kafe,SIR RAFE,71
A21411,Sir Wil,SIR WILLIAM,77
A21411,Mes,JAMES,75
A21411,Nurs,NURSE,88
A21411,Iohn,JOHN,75
A21411,Sir. Wil,SIR WILLIAM,77
A21411,S. Raf,SIR RAFE,76
A21411,Seruant,SERVANTS,80
A21411,S Raf,SIR RAFE,76
A21411,Gentle,GENTLEMAN,80
A21411,S. William,SIR WILLIAM,90
A68191,Flaund,FLANDERS,71
A68191,Phil,PHILIP,80
A68191,Burb,BOURBON,72
A68191,Pet,PETER,75
A68191,Fiſher,FISHERMAN,80
A68191,Fland,FLANDERS,76
A68278.1,K. John,KING JOHN,80
A68278.1,Chattilion,CHATILLON,84
A68278.1,Chatilion,CHATILLON,88
A68278.1,Q. Elianor,ELEANOR,75
A68278.1,Elianor,ELEANOR,85
A68278.1,Q Elianor,ELEANOR,75
A68278.1,Elinor,ELEANOR,76
A68278.1,Lymoges,LIMOGEs,85
A68278.1,K Philip,KING PHILIP,85
A68278.1,K. Phil,KING PHILIP,70
A68278.1,K. Philip,KING PHILIP,85
A68278.1,Eng. Herold,ENGLISH HERALD,75
A68278.1,Fr. Herold,FRENCH HERALD,72
A68278.1,Iohn. Philip,KING PHILIP,81
A68278.1,Conſt,CONSTANCE,71
A68278.1,Frier,FRIARS,72
A68278.1,Pembrook,PEMBROKE,87
A68468,Prim,PRIMERO,72
A68468,Nouice,NOVICE,83
A68468,Goldſt,GOLDSTONE,80
A68468,Purſn,PURSENET,76
A68468,Taylb,TAILBY,72
A68468,Goldst,GOLDSTONE,80
A68468,Bung,BUNGLER,72
A68468,Goldſt ▪,GOLDSTONE,80
A68468,Ful,FULK,85
A68468,Draw,DRAWERS,72
A68468,Talb,TAILBY,80
A68468,Bung ▪,BUNGLER,72
A68468,Bungl,BUNGLER,83
A68468,Piam,PIAMONT,72
A68468,Kathe,KATHERINE,71
A68683,Vaſt,vASTER,80
A68683,Vast,vASTER,80
A68683,Marm,MARMAID,72
A68683,Curf,CURFEW,80
A68683,Valen,VALENTINE,71
A68683,Grip,GRIPE,88
A68683,Nic,NICE,85
A68683,Thir,THIRSTY,72
A68683,Ann,ANNE,85
A68683,Valent,VALENTINE,80
A68683,Griff,GRIFFIN,83
A68683,Brom,BROMLEY,72
A68683,Grif,GRIFFIN,72
A68683,Brac,BRACE,88
A68683,Bra,BRACE,75
A68683,Clark,CLERK,80
A68683,Clarke,CLERK,72
A68726,Longauill,LONGUEVILLE,80
A68726,Duma,DUMAINE,72
A68726,Conſtab,COSTARD,71
A68726,Coſt,COSTARD,72
A68726,Boy,BOYET,75
A68726,Arma,aRMADO,80
A68726,Prince,PRINCESS,85
A68726,Princ,PRINCESS,76
A68726,Kather,KATHERINE,80
A68726,Mar,MARIA,75
A68726,Dul,DULL,85
A68726,Iaquenetta,JAQUENETTA,90
A68726,Rosal,ROSALINE,76
A68726,Duman,DUMAINE,83
A68726,Boye,BOYET,88
A68726,Roſal,ROSALINE,76
A68726,Mari,MARIA,88
A68918,Philologus,THEOLOGUS,73
A68918,Hypocrisie,HYPOCRISY,84
A68918,Auarice,AVARICE,85
A68918,Hypocriſie,HYPOCRISY,84
A68918,Tiranny,TYRANNY,85
A68918,Hypoctiſie,HYPOCRISY,73
A68918,Hypocryſie,HYPOCRISY,73
A68918,Hypoc • Iſie,HYPOCRISY,73
A68918,Tirranny,TYRANNY,80
A68918,Cacon,CACONOS,83
A68918,Gisbartus,GISBERTUS,88
A68931,Hum,HUME,85
A68931,Card,CADE,75
A68931,Salſb,scALEs,72
A68931,Yorke,YORK,88
A68931,Elnor,ELEANOR,83
A68931,Meſſen,MESSENGER,80
A68931,Suff,suFFOLK,72
A68931,Pirit,SPIRIT,90
A68931,Pirite,SPIRIT,83
A68931,Woman,MAN,75
A68931,Salſ,scALEs,80
A68931,1 Neighbor,NEIGHBOURS,80
A68931,1 Prentiſe,PRENTICES,73
A68931,Salsb,scALEs,72
A68931,Shiriffe,SHERIFF,80
A68931,Standly,sTANLEY,85
A68931,Sals,scALEs,80
A68931,Suff ▪,suFFOLK,72
A68931,Staff,sTAFFORD,76
A68931,Reade,BEADLE,72
A68931,L. Scayles,scALEs,80
A68931,1 Cutizen,CITIZENS,70
A68931,Yong Clif,YOUNG CLIFFORD,78
A68931,Rich,RICHARD,72
A72473.10,Print,PRINTER,83
A72473.10,Prin,PRINTER,72
A72473.10,Fact,FACTOR,80
A72473.11,Patr,PATRICO,72
A72473.11,Jack,JACKMAN,72
A72473.12,Not,NOTCH,75
A72473.12,Slvg,SLUG,75
A72473.12,Linvs,LINUS,80
A72473.12,Orphevs,ORPHEUS,85
A72473.12,Branchvs,BRANCHUS,87
A72473.12,Chorvs,CHORUS,83
A72473.15,Nymph I,NYMPHS,76
A72473.15,Nymph Ii,NYMPHS,71
A72473.15,Cho,ECHO,85
A72473.16,Cap. Coxe,CAPTAIN COX,73
A72473.5,Gamb,GAMBOL,80
A72473.5,Christ,CHRISTMAS,80
A72473.5,Nevv-Yeer,NEW YEAR,70
A72473.5,Cvpid,CUPID,80
A72473.9,Eva,EVAN,85
