brit_drama_number,TCP,title,title_raw_brit,author,year,date_first_performance,date_first_performance_year,Date_Decade,genre,genre_annals,play_type,record_type,theater,theater_type,company,stc,plot,roles
616,A15045.2,2 Promos and Cassandra,2 Promos and Cassandra,"Whetstone, George",1578,1578 [1576-1579],1577,1570s,comedy,Comedy,Closet/Unacted,Play in Collection,,,Unacted,,"Alerted by the raped @assandra, King @6nihGs is coming to Gyula to investigate the activities of his deputy, Lord Promos. PHalaX has to organize the city’s dramatic welcome at short notice. The King makes his royal entry, but refuses the town’s gift of a purse. Sir WIFIES is appointed and proclaimed as the ombudsman to investigate allegations of official corruption, pending a hearing before the King. The complaints flood in, and promoters take the opportunity to extort money with the threat of arrest. At the hearing, Phallax is accused of extortion, and confesses; his goods are seized and he is forced to resign his office, but his admission saves him from other punishment. Then Cassandra discloses Promos’s treachery in raping her and murdering her brother. Promos confesses, and the King sentences him to death, but requires him to marry Cassandra first. Vice is suppressed in Gyula: Baila the courtesan is arrested and carted, and Phallax leaves town in search of easier pickings. AaTuBIG has been living in the forest. Told of recent events by John A@roynes, he returns to the town in disguise, where he witnesses Cassandra’s pleas for her new husband’s life. Promos is led to execution, but is reprieved when Andrugio reveals himself to the King. Promos and Andrugio are pardoned, and Andrugio required to marry P6lifia. Promos is restored to office, with a warning to act justly and beware his subordinates’ corruption.","POLINA, Andrugio’s sweetheart
A MESSENGER from the King
ROSKO, Lamia’s man, and an officer
Master PHALLAX, Promos’s secretary
DOWSON, a Carpenter
The BEADLE of the Merchant Taylors’ company
Two MEN, who play green men in the entertainment
CORVINUS, King of Hungary and Bohemia; also called
King Corvine and King Corvin
CASSANDRA, Andrugio’s sister, later Promos’s wife;
also called (foolishly) Casgandra
Two COUNCILLORS in the King’s train (only speak
collectively)
Sir ULRICO, a young nobleman of he Privy Council,
and 
a 
knight; 
perhaps 
originally 
written 
as
Udislao
The King’s GENTLEMAN USHER
Lord promos, Corvinus’ deputy in Gyula; later
Cassandra’s husband and Andrugio’s brother-
in-law
The MAYorR of Gyula
Three ALDERMEN (only speak collectively)
A SWORDBEARER (only speaks collectively)
Five or six SINGERS, half men and half women
Mistress LAMIA, a courtesan; also called Lady Lamia
APIO, a foreign gentleman
BRUNO, a foreign gentleman
A cHoIR of four women
A SERGEANT (non-speaking)
An OFFICER, who reads the proclamation (2.3)
The cryer of Gyula
Two POOR CITIZENS, petitioners to Sir Ulrico
Master PIMOS, a young gentleman
GRIPAX, a promoter
RAPAX, a promoter
JOHN Adroynes, a clown
Sir GONSAGO, whom the King pardons (non-speaking)
Two ATTENDANTS on the King (only speak collectively)
A POOR MAN, a petitioner to the King (3.3; may be
John Adroynes)

===== PAGE 170 =====

Master GRESCO, a substantial officer
Two BEADLES
ANDRUGIO, Cassandra’s brother, later Promos’s
brother-in-law; also called (foolishly) Ramstrugio
Three OFFICERS, with bills (4.4)
The MARSHAL
OFFICERS with halberds, three or four in number (5.4;
only one speaks; may be the same as the billmen
in 4.4)
A MAID, Cassandra’s woman (only speaks collectively)
GANIO, Andrugio’s boy"
621,A06480,All for Money,All for Money,"Lupton, Thomas",1578,1577 [1559-1577],1577,1570s,moral,Satire;Morality,Interlude;Nonprofessional,Single-Play Playbook,,,,16949.0,"The play satirizes the domination of money in a sequence of discrete episodes. Theology, Science, and Art lament that they are now primarily studied out ofa desire for money. Money becomes ill and vomits up Pleasure, who in turn gives birth to Sin in the same manner, whose progeny in turn is Damnation. Satan is pleased that Money’s wide popularity will consign so many souls to hell, and asks Sin to assist in the process. The relative values of money and learning are assessed in an encounter between four characters who have or lack them in various permutations: learning is shown to be superior to money, and poverty in this world carries the promise of a heavenly reward in the next; the clinching point is that Learning with Money gives alms to the poor where Money without Learning refuses. Money feels overworked and Sin gives him an associate, All for Money, who presides over a corrupt court: he pardons theft and assault, infanticide, and bigamy, but hangs a poor thief who is unable to bribe him. He also advises two suitors to procure false witnesses to support their causes, and protects a corrupt and incompetent cleric. Judas and Dives, two souls damned for monetary sins, lament their situation; Damnation drives them off to hell. Godly Admonition warns the audience not to repent too late, and to give up cupidity.","PROLOGUE
THEOLOGY, a male character
SCIENCE, also known 
as Knowledge
ART, a male character
1577
Master MONEY, Pleasure’s father, Sin’s grandfather
ADULATION, also known as Flattery
MISCHIEVOUS HELP, also called Mischief.
PLEASURE, Money’s son, Sin’s father’. 
~
PRESSED FOR PLEASURE, a male character
stn, the vice, Pleasure’s son, Money’s -grandson,
Damnation’s father; possibly a married man
SWIFT TO SIN, a male character 
.
DAMNATION, Sin’s son; also called Man's Damnation
SATAN, the great devil, father of Gluttony and Pride;
also called (ironically) Sir Good-Face and (jestingly)
Goodman Snottynose and Snottynose Sathanas
GLUTTONY, a devil, Satan’s son
PRIDE, a devil, Satan’s son
LEARNING WITH MONEY, a male character
LEARNING WITHOUT MONBY, a male character
MONEY WITHOUT LEARNING, a married man
NEITHER MONEY NOR LEARNING, an old beggar- man
Lord ALL FOR MONEY, a corrupt judge
GREGORY GRACELESS, a ruffian and cutpurse; 
a
married man and a father 
:
MONEYLESS AND FRIENDLESS, a mate character, a
poor thief
WILLIAM WITH THE TWO WIVES, a bigamist
NICHOL NEVER-OUT-OEF-THE-LAW, a rich, franklin
and a father; also called Nicholas and addressed
(probably in derision) as Goodman Nichol
SIR LAURENCE LIVINGLESS, a foolish priest; later All
for Money’s chaplain and steward;..also called
(mockingly) Sir John Smell-Smock - 
ges
MOTHER CROOTE, an ugly, blind old-woman, 100
years old; also called Mother Mabel (which is not
her name)
JUDAS, a damned soul
DIVES, a damned soul
GODLY ADMONITION
VIRTUE
HUMILITY, also called Clemency
CHARITY"
637,nan,,Royal Entry,,,,,,,,,,,,,,"On her way to Norwich, the Queen meets the city’s founder, King Gurgunt, who shows off the castle he built and points out some parallels between her and himself: both had grandfathers who brought civil wars to an end, both had fathers who were enemies to Rome, and both founded schools at Cambridge; thus he is an appropriate person to welcome her. Her arrival in the city is greeted with songs, speeches, and shows, including a representation of the key role of the wool trade in the city’s economy and a show of female rulers sent by Apollo. Finally a boy apologises for the inadequacy of the welcome, but hopes the Queen will take it as it was meant.","King GURGUNT, formerly King of England, founder of the City of Norwich, Martia’s father-in-law; also called Gurguntius

Three HENCHMEN attending Gurgunt (non-speaking)

Eight SPINNERS, little girls (non-speaking)

Eight WEAVERS, little girls (non-speaking)

CLOTHWORKERS, men (non-speaking)

COMMONWEALTH, represented by a boy

SINGERS

Dame NORWICH

DEBORAH, judge of Israel

JUDITH, a widow

ESTHER

MARTIA, formerly Queen of England; Gurgunt’s daughter-in-law

A BOY"
638,nan,,Royal Entertainment at,,,,,,,,,,,,,,"Mercury arrives ina flying coach, sent from Jehovah to tell the Queen that he has ordered entertainment for her: whenever she comes out of doors, there will be a show to divert her.","Mercury’s COACHMAN (non-speaking)

===== PAGE 198 =====

A TRUMPETER on Mercury’s coach (non-speaking)
MERCURY, Jehovah’s messenger, a boy"
639,nan,,The Show of Chastity,,,,,,,,,,,,,,"Cupid and his mother have been expelled from heaven, and have encountered a philosopher who disparaged them. Cupid comes to seek support at court, but Dame Chastity engages him and takes both his coach and his bow and arrows; she presents the latter to the Queen, and leaves for heaven in the coach. The philosopher meets Cupid again, and questions his godhead: there is only one god in heaven. Wantonness and Riot attempt to comfort him, but have to admit that self-indulgent neglect of their studies has led them to a life of beggary. Cupid despairs and considers suicide. The philosopher asserts the supremacy of Christian theology over classical mythology, and Chastity’s handmaids sing of the virtues of a chaste life and the vices of a lewd one. One of them, Modesty tells the Queen that she and her allegorical colleagues have been sent by Jehovah to attend on her.","CUPID, boy god of love
Dame CHASTITY
A PHILOSOPHER, an old man
WANTONNESS, a poor rogue, Riot’s friend; possibly
also called Lust
RIOT, a poor rogue, Wantonness’s friend
MODESTY, Chastity’s waiting woman (only sings
collectively)
TEMPERANCE, Chastity’s waiting woman (only sings
collectively)
GOOD EXERCISE, Chastity’s waiting woman (only
sings collectively)
SHAMEFASTNESS, Chastity’s waiting woman"
640,nan,,Mariliood and Desért,,,,,,,,,,,,,,"The jealous Manhood threatens to kill Beauty’s beloved, Good Favour, if she will not transfer her affections to him. Beauty appeals to the Queen, and all the parties plead their case. Desert also asks to be granted Beauty’s affections, but Good Fortune insists that such matters do not turn on courage, good looks, or desert, but fortune. He carries away Beauty by force. The other three suitors unite to oppose Good Fortune, and a bloody battle ensues. Manhood, Desert, and Good Favour are killed and Good Fortune triumphs.","Lady BEAUTY; also 
spoken of using masculine
. pronouns
MANHOOD, a male character
GOOD FAVOUR, Beauty’s beloved, a boy; also called
Favour
DESERT, a male character
GOOD FORTUNE, a male character; also called Fortune
and Good Hap
ARMED MEN the majority supporting and the minority
opposing Fortune (non-speaking)
Twelve GENTLEMEN, six supporting and six opposing
Fortune (non-speaking)"
641,nan,,The Show of the Nymphs,,,,,,,,,,,,,,"\Waterinymphs pop up out of a cave by the waterside and greet th§Queen. They are called back underground, and heavenly music sounds from under the earth. The nymphs dance.",Twelve WATER NYMPHS (four speak)
642,nan,,Masque of the Gods,,,,,,,,,,,,,,"The Mayor and leading citizens of Norwich have prayed for the success of the Queen’s visit, and now the gods come in person. Mercury explains that certain seasonal gods are unable to be present, and the marriage-god. Hymen has refused to attend. The gods march about the chamber and present the Queen with symbolic gifts.","MERCURY, god of merchants and merchandise
Two 
TORCHBEARERS 
attending 
Mercury 
(non-
speaking)
Six MUSICIANS, a consort (non-speaking)
Two TORCHBEARERS attending Jupiter and Juno
(non-speaking)
JUPITER, a great god

===== PAGE 203 =====

1578
JUNO, a goddess
Two TORCHBEARERS attending Mars and Venus
(non-speaking)
MARS, god of war
VENUS, a beautiful goddess, Cupid’s mother
Two TORCHBEARERS attending Apollo and Pallas
(non-speaking)
APOLLO, a musical god
PALLAS, goddess of wisdom
Two TORCHBEARERS attending Neptune and Diana
(non-speaking)
NEPTUNE, god of the sea
DIANA, goddess of chastity
CUPID, boy god of love, son of Venus"
643,nan,,Royal Entertainment at,,,,,,,,,,,,,,"As the Queen leaves Norwich, the Queen of the Fairies jumps out of a hedge. The fairies have been prevented from performing their assigned parts in the entertainment by the intervention of some water-nymphs. Biding their time, they have waited for the present moment to wrap up all the entertainments with a dance.","The QUEEN of the Fairies
Eleven FAIRIES (six speak)
A WATER SPRITE (non-speaking)"
697,A09214,Pedantius,Pedantius,"Forsett, Edward",1631,1581 [Feb 6(?)],1581,1580s,comedy,Comedy;Satire,Latin;University/Inns of Court;Nonprofessional,Single-Play Playbook,at University;,,,19524.0,"Crobolus and the schoolmaster Pedantius are rivals. for the love of Lydia. Crobolus asks his servant Pogglostus to bilkk money from Pedantius and his friend Dromodotus. After failing with a hard-luck story, Pogglostus robs them at sword-point. Crobolus wins Lydia’s love by entertaining her to dinner. He is slow to pay his landlady for the meal, but assures her he can easily trick the money out of Pedantius. Through the parasite Tyrophagus, he lets Pedantius know that a former pupil, Leonidas, has secured a position at court, and intends to use his influence to get a royal appointment for his old tutor. On the strength of this, Pedantius is persuaded to loan Leonidas money. Tyrophagus is bringing the cash back to Crobolus when he is robbed by Pogglostus, who doesn’t know that he and his master are in league. Pedantius tries to woo Lydia, but has less success, partly because he does it using academic logic and partly because she has already accepted Crobulus. In any event, whoever wins her will need to pay her avaricious master to manumit her. She feigns interest in him after hearing of his supposed successes at court, and he tries to raise the money by offering to sell his books to the audience. The tailor Gilbert pursues him for payment of his bills, but Pedantius only gives him a string of classical authorities and quotations; Gilbert threatens to sue him. Pedantius sends Lydia money and a ring, but the news comes back that she is dead. She has sent him back his ring, and, with her last breath, told him not to grieve for her, and to leave the country. Assured of her love for him, Pedantius complies and goes into exile. With him out of the way, Crobulus is free to marry Lydia, who is not really dead, using the money he has tricked out of the pedant. |",
700,A15519,The Three Ladies of London,The Three Ladies of London,"Wilson, Robert",1592,c.1581,1581,1580s,moral,Morality,Adult Professional;Professional,Single-Play Playbook,,,Leicester's Men,25785.0,"Lady Love and Lady Conscience are concerned that Lady Lucre now rules in London, but Fame assures them that she and her adherents will meet their due punishment in the end. Four knaves and Simplicity, a penurious miller, go to London in the hope of employment by one of the ladies. Conscience rejects their applications, but Love agrees to take on Simplicity; the knaves find positions in Lucre’s household. Out of work because foreigners have taken all the jobs, Artifex also seeks a place with Lucre. Simplicity procures a testimonial from Conscience for his cousin Sincerity, who seeks a benefice; but he is unable to get anything from Simony because he has no bribe to offer. Dissimulation fobs him off with the parsonage of St Nihil — nothing - and an invitation to dine with Nemo — nobody — is likewise worthless (though Simplicity has _ difficulty understanding this). Simony employs Sir Peter Pleaseman, who can be either Protestant or Catholic as it suits his circumstances, as Lucre’s chaplain. Conscience is forced to sell her cottage to Lucre, but hopes to stay on as a sitting tenant. Usury threatens eviction; there is a proposal to pack the house with foreigners who will require less living space than English tenants. Eventually he relents and quadruples the rent instead. Love and Conscience are reduced to sending Usury their clothes in lieu of payment, but Dissimulation gives Simplicity money to redeem one of the gowns. He intended it to be Love’s, since he cares nothing for Conscience, but Simplicity returns Conscience’s clothes and delivers Love’s to Usury. Lucre enters an agreement with the Italian merchant Mercadore, whereby he will export essential materials and foodstuffs from England, and import foreign trinkets for gentlewomen. Mercadore goes to Turkey to procure knick-knacks, and encounters the Jew Gerontus. Two years ago, he borrowed a lot of money from Gerontus and avoided paying it back by skipping the country. Gerontus is happy to help in the supply of 1581 worthless tat to England, but eventually loses patience with Mercadore’s promises to pay his debt, and has him arrested. Mercadore proposes converting to Islam, which will legally void all his past obligations. Fearing that he might be blamed for a Christian’s apostasy, Gerontus cancels the debt, whereupon Mercadore’s Muslim convictions evaporate. Usury murders Hospitality and goes into hiding with a rich man, who protects him; his pardon is eventually procured by a courtier. Conscience and Love are destitute: Conscience procures Love a job as Lucre’s maid, and herself takes up selling brooms; Simplicity is obliged to become a beggar, but is cozened of his fair share of the proceeds by the rogues he joins. Lucre pays Conscience handsomely to decorate her cottage as a place of assignation: Lucre cannot use her own house for fear of official disapproval. While Conscience is counting the cash, Lucre spots her face with ink. Love is engaged to marry Dissimulation, but this causes her to grow a second face on the back of her head. Simplicity’s fellow beggars come to the wedding in search of food, and Lucre engages them to rob Mercadore on his return from Turkey; Simplicity gets the blame because he has been seen in their company, and is whipped by the authorities. The three ladies are arrested and tried. Lucre is accused of adultery, robbery, and murder, convicted on the evidence of Conscience, and sent to hell. Love and Conscience are also convicted and condemned. Gosson describes a scene near the end of the play, presumably performed but not in the extant text, in which Love and Conscience are asked their opinion of plays: Love is against them, since she dislikes having her secrets exposed in public, whereas Conscience is pro-theatrical.","PROLOGUE
FAME
Lady Love of London; also called Mistress Love
Lady CONSCIENCE of London; also called Mistress
Conscience
Master Davy DISSIMULATION, a knave; later Lucre’s
steward; also called Semblation
SIMPLICITY, a miller, Sincerity’s kinsman; he is literate
Master FRAUD, a knave and younger brother; formerly
an ostler; later Lucre’s rent-collector; also called
Captain Fraud
SIMONY, a Roman knave; later Lucre’s ecclesiastical
agent
Master usuRyY, a Venetian knave; later Lucre’s secretary
Lady Lucre of London; also called Madonna Lucre
(by Mercadore) and Mistress Lucre
Signor MERCADORE, an Italian merchant; also called
Mercadorus

===== PAGE 269 =====

1581
ARTIFEX, an artificer
A LAWYER (sc.3)
SINCERITY, 
an 
unemployed 
Cambridge 
divine,
Simplicity’s kinsman
Master HOSPITALITY, an old man
Sir Nicholas Nemo, a judge; also called Master Nemo
and Judge Nemo
SIR PETER Pleaseman, a parson; later Lucre’s chaplain
GERONTUS, a Jewish money-lender resident in Turkey;
also called Master Geronto
COGGIN, Dissimulation’s man
TOM Beggar, a beggar
Wily wi Lt, a beggar
A TURKISH JUDGE (sc.14)
SERVICEABLE DILIGENCE, the Constable
A BEADLE (sc.16)
An OFFICER assisting the beadle (sc.16, non-speaking)
The CLERK of the assize (sc.17)
The CRIER at the assize (sc.17, non-speaking)"
704,A11909.3,Thebais (Seneca's Third Tragedy),Thebais,"Seneca, Lucius AnnaeusNewton, Thomas",1581,1581,1581,1580s,tragedy,Tragedy,Translation;Nonprofessional;Closet/Unacted,Play in Collection,,,,,"When Oedipus was born, an oracle said that he would kill his father, so King Laius had him exposed. He survived, returned to Thebes as an adult, and unwittingly fulfilled the oracle; he also married his mother, Jocasta. He resigned the crown of Thebes in his sons’ favour, but Eteocles, the elder son, refused to hand over power to his brother Polynices at the end of his term of office. Polynices has raised an army and is marching on Thebes. Now Oedipus wants to kill himself to expiate the wrongs he did to his father. Antigone, his daughter offers to lead him to a cliff where they can both throw themselves to their deaths; but insists that he acted in ignorance and cannot be held responsible. Both she and the people of Thebes ask him to intervene and impose his authority on his sons, and, though he despairs of having any influence, he agrees to try. Jocasta and Antigone see the battle commence in the distance. Jocasta runs to the battlefield and persuades her sons to lay down their arms. However, Polynices is dissatisfied that his brother will get away with his treachery: despite Jocasta’s insistence that Thebes has a crown of ill omen, he believes no price is too great to pay for power.","OEDIPUus, a blind man, formerly King of Thebes; son
and husband of Jocasta, father of Antigone and
Polynices
ANTIGONE, daughter of Oedipus and Jocasta, sister of
Polynices
A MESSENGER, who brings Oedipus the petition of the
Theban people
JOCASTA, an old woman, Queen of Thebes; mother
and wife of Oedipus, mother of Antigone and
Polynices
POLYNICES, younger son of Oedipus and Jocasta,
brother of Antigone, a married man"
746,A06583,"Campaspe (Alexander, Campaspe, and Diogenes)",Campaspe,"Lyly, John",1584,c.1583,1583,1580s,comedy,Comedy;Classical Legend,Boys Professional;Professional,Single-Play Playbook,before the Court;,,Children of the Chapel (first) (Oxford's Boys),17047.5,"King Alexander has conquered Thebes and brought its captives to Athens, where he means to spend a peaceful interlude with the philosophers. Mo~t 1.:on 1 e and debate for him, but Diogenes churlishly refu:;t:""s to comply. Alexander becomes enamoured of Campaspe, and has her painted by Apelles, who himself falls in love with her. Knowing he must not challenge Alexander in love, he creates an excuse to see her again by blemishing the painting so that a second sitting is needed. Diogenes sends his servant to draw a crowd with a report that he will fly, but it is only a pretext to rail at them. Using a false report of a fire in Apelles' shop, Alexander tricks the painter into revealing his feelings for Campaspe, and, establishing that she reciprocates them, graciously withdraws his suit and allows them to marry. Having subdued his own amorous feelings, he will now go to war with Persia and conquer the world.","PROLOGUE CLITUS, a Macedonian courtier

PARMENIO, a Macedonian courtier TIMOCLEA, a high-born Theban captive

CAMPAS PE, a low-born Theban captive Theban CAPTIVES (i.1, non-speaking)

King ALEXANDER of Macedon

HEPHAESTION, Alexander's friend MANES, Diogenes' servant

GRANICHUS, Plato's servant; claims to be a scholar

himself

PSYLLUS, Apelles' apprentice, a boy MELIPPUS, Alexander's man

PLATO, a philosopher ARISTOTLE, a philosopher, formerly

Alexander's

schoolmaster CHRYSIPPUS, an old philosopher; a thin man

CRATES, a philosopher CLEANTHES, a philosopher

ANAXARCHUS, a philosopher DIOGENES, a cynic philosopher

Alexander's PAGE (2.2, 4.5, 5.4) APELLES, a painter

CRYSUS, a beggar; claims to be a Cynic SO LINUS, an Athenian

The PEOPLE of Athens (4.1; one speaks individually, the rest collectively) SYLVIUS, father of Perim, Milo, and Trico PERIM, Sylvius' son, brother of Milo and Trico MILO, Sylvius' son, brother of Perim and Trico TRI CO, Sylvius' son, brother of Milo and Perim MILECTUS, a youth

PHRYGIUS, a youth LAIS, a beautiful woman

EPILOGUE"
747,A09134,Fedele and Fortunia (Two Italian Gentlemen),Fedele and Fortunio,"Pasqualigo, LuigiMunday, Anthony",1585,1584 [1579-1584],1583,1580s,comedy,Comedy,Boys Professional;Professional;Translation,Single-Play Playbook,before the Court;,,Children of the Chapel (first) (Oxford's Boys),19447.0,"Bedelé and Bortunid, rivals for the affections of WWictoria, are both melancholy for love. Victoria once favoured Fedele, who still loves her; but he has been away, and she now loves Fortunio instead. A third would-be suitor is @aptain§@rmekstenée, whom Fortunio has asked for help. Fedele in turn is loved by Mirginia, his original love whom he jilted when he fell for Victoria. Victoria seeks M@@USA’s magical help to compel Fortunio’s love. Both Fedele and Crackstone see her going to raise spirits at night. They throw candles into a tomb, but Crackstone has hidden inside it; his emergence convinces them that they have raised the devil, and they run away, leaving behind a wax image which was to be used in the spell. Crackstone sends the incriminating image to Fedele, who confronts Victoria and tells Fortunio everything. Victoria engages Crackstone to kill Fedele. Meanwhile P@danté has been promoting Fedele’s cause through Victoria’s maid, Alttilia, and has fallen in love with her. He visits Victoria’s house disguised as a beggar. Fedele shows this to Fortunio, convincing him that Victoria has a lover. Attilia leaks the murder plot to Pedante, who tells Fedele. Crackstone pretends to kill Fedele, fighting with the air, with the intention of telling Victoria that he is dead and marrying her before she discovers the truth. However, Fedele catches him in a net, and Victoria mocks him and pours urine over him. Crackstone swears revenge, and Pedante offers to help; but for his part Fedele accepts that Victoria’s behaviour towards him is just retribution for his mistreatment of Virginia, with whom he now seeks to make his peace. However, Fortunio too now turns his attentions to Virginia, and enlists Medusa’s assistance: she arranges for him to be caught in her room half-naked, so that he will have to marry her to silence scandal. Fedele is content, not wanting a second-hand wife; and Medusa explains that there has been no sexual misconduct. Pedante arranges an assignation between Attilia and Crackstone, who expects to meet the mistress in the maid’s clothes, and wears the beggar’s disguise so that Attilia will take him for Pedante. The scheme goes wrong when Victoria has Attilia arrested on suspicion of theft, and the couple’s true identities are revealed. Crackstone tries to force Pedante to marry Attilia, but has to take her to wife himself. Victoria decides to accept Fedele after all, and he bestows Pedante on Medusa.","Master FORTUNIO, a gentleman; also called Sir
Fortunio
Captain CRACKSTONE, a feigned soldier; also called
Captain 
Cheese, 
Captain 
Crust, 
and 
Master
Crackstone
Sir PEDANTE, a 
parasite, Fedele’s schoolmaster,
probably a small man; also called Master Pedante,
Master Pedantry, Master Pediculus and Pedantony;
poses as a beggar
Mistress ATTILIA, Victoria’s maid; also called Alice
Tittle-tattle
Master FEDELE, a gentleman; also called Signor Fedele
and Sir Fedele
Mistress VICTORIA, a gentlewoman; also called
Mistress Victarrogantie
PAMPHILA, Virginia’s maid
MEDUSA, an enchantress and pedlar; possibly a
maidservant in Ottaviano’s house
Mistress VIRGINIA, Ottaviano’s daughter
Two WATCHMEN (speak collectively)
Two or three MEN who help to trap Crackstone
(possibly watchmen; may sing collectively)
Captain sB1RRI, captain of the watch
SOLDIERS of the watch attending Sbirri (non-speaking)
OTTAVIANO, Virginia’s father"
751,A09220,The Arraignment of Paris,The Arraignment of Paris,"Peele, George",1584,1581 [c.1581-1584],1584,1580s,pastoral,Pastoral;Classical Legend,Boys Professional;Professional,Single-Play Playbook,before the Court;,,Children of the Chapel (first) (Oxford's Boys),19530.0,"Minor deities greet Juno, Pallas, and Venus and present them with gifts. Intending Troy’s downfall, Ate leaves a golden apple where the three goddesses will find it. Seeing that it is addressed to the most beautiful, they quarrel about which of them should be the recipient, then refer the case to the judgement of the next passer-by. This proves to be Paris, who has just pledged his love to Oenone. Each goddess offers him a reward for judging in her favour: Juno offers wealth, Pallas fame, and Venus love, in the person of Helen. Paris chooses Venus, and wins the enmity of the other two. Colin the shepherd dies for love of Thestylis. Not knowing that he has jilted Oenone, Venus tells Paris of the unpleasant consequences for lovers who break their vows, and punishes Thestylis with unrequited love for an ugly old man. Mercury summons Paris to the court of Jove, to answer charges of partiality laid by Juno and Pallas. He pleads his case before the Council of Gods: the court acknowledges its justice and sends him home to the doomed city of Troy. Juno and Pallas appeal, and Venus gives up the golden apple, confident that it will be awarded to her a second time. At Apollo’s suggestion, Diana is appointed judge in the case, since the incident originally happened near her bower. Diana awards the golden apple to the nymph Eliza, ruler of Elysium (representing Queen Elizabeth, in the audience). The goddesses of destiny, according to their annual custom, also resign their symbols of power to the Queen.","ATE, goddess of discord

PAN, god of shepherds

FAUNUS, a country god, Diana’s high ranger

SILVANUS, a country god and woodman

A SHEPHERD attending Pan (1.1, non-speaking)

A HUNTER attending Faunus (1.1, non-speaking)

A WOODMAN attending Silvanus (1.1, non-speaking)

POMONA, a goddess, Queen of fruits

FLORA, a nymph and goddess, Queen of flowers

The MUSES, including Clio (1.3, within; only sing collectively)

RHANIS, Diana’s servant

Queen JUNO, goddess of riches, jealous wife and sister of Jupiter, Queen of Heaven; also called Dame Juno

Dame PALLAS, warlike goddess of wisdom, daughter of Jupiter; also called Minerva

Lady VENUS, a goddess and planet, Queen of love, Vulcan’s wife, Cupid’s mother

PARIS, a shepherd, younger son of King Priam of Troy; also said (poetically?) to be ‘Amyntas’ lusty boy’

OENONE, a nymph; also called Oenon

Nine KNIGHTS (2.2, non-speaking)

HELEN of Greece

Four CUPIDS attending Helen (2.2, non-speaking)

COLIN, a lovesick shepherd

HOBBINOL, a shepherd; also called Hobbin

DIGGON, a shepherd

THENOT, a shepherd

MERCURY, a god and swift planet; messenger of the gods, son of Jupiter

The CYCLOPES, Vulcan’s chimney-sweepers; one is named Pyracmon (3.3, only sing collectively)

SHEPHERDS (3.4, one speaks individually, the rest sing collectively)

A crooked CHURL (3.4, non-speaking)

THESTYLIS, Colin’s disdainful mistress

A NYMPH of Diana

VULCAN, a crooked god, and a smith, cuckolded husband of Venus

BACCHUS, god of wine

PLUTO, a god, prince of hell; also called Dis

NEPTUNE, god of the sea

JUPITER, a god and planet, Juno’s husband and brother, father of Mercury and Pallas; also called King Jove

SATURN, a god and planet

APOLLO, the sun-god, a planet; also called Phoebus

MARS, god of war, a planet, Venus’ lover

DIANA, goddess of chastity, a planet, mistress of the woods; also called Dian and Phoebe

NYMPHS (5.1, sing collectively within)

CLOTHO, one of the Parcae, goddesses of destiny

LACHESIS, one of the Parcae, goddesses of destiny

Dame ATROPOS, one of the Parcae, goddesses of destiny"
753,A06625,Sappho and Phao,Sappho and Phao,"Lyly, John",1584,c.1583,1584,1580s,comedy,Comedy;Classical Legend,Boys Professional;Professional,Single-Play Playbook,before the Court;,,Children of the Chapel (first) (Oxford's Boys),17086.0,"Menus plans to visit Syracuse to make SAppH6 fall in love, and travels there on PHa0’s ferry-boat. She makes Phao beautiful; and, unknown to her, @iipi@ makes him irresistibly attractive to women, even though he is not interested in them. Sibyllaj whom the gods have given long life but not eternal youth, counsels Phao not to waste his prime years. He falls in love with Sappho, and Sibylla advises him on the technique of wooing. Sappho is taken ill; Phao, who has some pharmaceutical knowledge, is summoned to minister to her. In fact, her malady is love for Phao, whose base origins make him unsuitable for her. Venus too falls for Phao, and procures from Wailea new arrows for Cupid, with which he can break her rival Sappho’s infatuation and turn Phao’s affections her way. Cupid carries out the first part of his mission, but also tells Sappho what he has done; so she persuades him to use another of the new arrows to make Phao hate Venus. Cupid decides to be Sappho’s son instead of Venus’, and gives her his arrows: now she, not Venus, will be the lady of love. Venus swears to get even, and, convinced of love’s pointlessness, Phao leaves Sicily.","PROLOGUE

===== PAGE 337 =====

1584
PHAO, a boy ferryman
VENUS, the beautiful goddess of love, Vulcan’s wife,
Cupid’s mother
CUPID, a boy god, son of Venus and Vulcan
TRACHINUS, a courtier
PANDYION, 4 scholar, formerly a student at Athens
CRITICUS, Trachinus’ page
MOLUS, Pandion’s page
MILETA, a court lady
LAMIA, a court lady
FAVILLA, a court lady
ISMENA, a court lady
CANOPE, a court lady
EUGENUA, a court lady
SIBYLLA, an oracle; an old woman
SAPPHO, a queen
CALLIPHO, a smith and Cyclops, Vulcan’s servant
VULCAN, a god and smith, Venus’ husband, Cupid’s
father
EPILOGUE
Bevington’s 
edition 
also 
includes 
additional 
non-speaking
Cyclopes, but there is no firm evidence that they appear on
stage; even if his hypothesis is correct, Vulcan only calls for one
Cyclops, and this could easily be Callipho rather than a new
character.
-"
